second,minute,angry,disgust,fear,happy,sad,surprised,neutral
774,13,0,0,0,0,0,0,0
775,13,0,0,0,0,0,0,0
776,13,0,0,0,0,0,0,0
777,13,0,0,0,0,0,0,0
778,13,0,0,0,0,0,0,0
779,13,0,0,0,0,0,0,0
780,13,0,0,0,0,0,0,0
781,14,0,0,0,0,0,0,0
782,14,0,0,0,0,0,0,0
783,14,0,0,0,0,0,0,0
784,14,0,0,0,0,0,0,0
785,14,0,0,0,0,0,0,0
786,14,0,0,0,0,0,0,0
787,14,0,0,0,0,0,0,0
788,14,0,0,0,0,0,0,0
789,14,0,0,0,0,0,0,0
790,14,0,0,0,0,0,0,0
791,14,0,0,0,0,0,0,0
792,14,0,0,0,0,0,0,0
793,14,0,0,0,0,0,0,0
794,14,0,0,0,0,0,0,0
795,14,0,0,0,0,0,0,0
796,14,0,0,0,0,0,0,0
797,14,0,0,0,0,0,0,0
798,14,0,0,0,0,0,0,0
799,14,0,0,0,0,0,0,0
800,14,0,0,0,0,0,0,0
801,14,0,0,0,0,0,0,0
802,14,0,0,0,0,0,0,0
803,14,0,0,0,0,0,0,0
804,14,0,0,0,0,0,0,0
805,14,0,0,0,0,0,0,0
806,14,0,0,0,0,0,0,0
807,14,0,0,0,0,0,0,0
808,14,0,0,0,0,0,0,0
809,14,0,0,0,0,0,0,0
810,14,0,0,0,0,0,0,0
811,14,0,0,0,0,0,0,0
812,14,0,0,0,0,0,0,0
813,14,0,0,0,0,0,0,0
814,14,0,0,0,0,0,0,0
815,14,0,0,0,0,0,0,0
816,14,0,0,0,0,0,0,0
817,14,0,0,0,0,0,0,0
818,14,0,0,0,0,0,0,0
819,14,0,0,0,0,0,0,0
820,14,0,0,0,0,0,0,0
821,14,0,0,0,0,0,0,0
822,14,0,0,0,0,0,0,0
823,14,0,0,0,0,0,0,0
824,14,0,0,0,0,0,0,0
825,14,0,0,0,0,0,0,0
826,14,0,0,0,0,0,0,0
827,14,0,0,0,0,0,0,0
828,14,0,0,0,0,1,0,0
829,14,1,0,0,0,0,0,0
830,14,0,0,0,0,0,0,0
831,14,0,0,0,0,0,0,0
832,14,0,0,0,0,0,0,0
833,14,0,0,0,0,0,0,0
834,14,0,0,0,0,0,0,0
835,14,0,0,0,0,0,0,0
836,14,0,0,0,0,0,0,0
837,14,0,0,0,0,0,0,0
838,14,0,0,0,0,0,0,0
839,14,0,0,0,0,0,0,0
840,14,0,0,0,0,0,0,0
841,15,0,0,0,0,0,0,0
842,15,0,0,0,0,0,0,0
843,15,0,0,0,0,0,0,0
844,15,0,0,0,0,0,0,0
845,15,0,0,0,0,0,0,0
846,15,0,0,0,0,0,0,0
847,15,0,0,0,0,0,0,0
848,15,0,0,0,0,0,0,0
849,15,0,0,0,0,0,0,0
850,15,0,0,0,0,0,0,0
851,15,0,0,0,0,0,0,0
852,15,0,0,0,0,0,0,0
853,15,0,0,0,0,0,0,0
854,15,0,0,0,0,0,0,0
855,15,0,0,0,0,0,0,0
856,15,0,0,0,0,0,0,0
857,15,0,0,0,0,0,0,0
858,15,0,0,0,0,0,0,0
859,15,1,0,0,0,0,0,0
860,15,0,0,0,0,0,0,0
861,15,0,0,0,0,0,0,0
862,15,0,0,0,0,0,0,0
863,15,0,0,0,0,0,0,0
864,15,0,0,0,0,0,0,0
865,15,0,0,0,0,0,0,0
866,15,0,0,0,0,0,0,0
867,15,0,0,0,0,0,0,0
868,15,0,0,0,0,0,0,0
869,15,0,0,0,0,0,0,0
870,15,0,0,0,0,0,0,0
871,15,0,0,0,0,0,0,0
872,15,0,0,0,0,0,0,0
873,15,0,0,0,0,0,0,0
874,15,0,0,0,0,0,0,0
875,15,0,0,0,0,0,0,0
876,15,0,0,0,0,0,0,0
877,15,0,0,0,0,0,0,0
878,15,0,0,0,0,0,0,0
879,15,0,0,0,0,0,0,0
880,15,0,0,0,0,0,0,0
881,15,0,0,0,0,0,0,0
882,15,0,0,0,0,0,0,0
883,15,0,0,0,0,0,0,0
884,15,0,0,0,0,0,0,0
885,15,1,0,0,0,0,0,0
886,15,0,0,0,0,0,0,0
887,15,0,0,0,0,0,0,0
888,15,0,0,0,0,0,0,0
889,15,0,0,0,0,0,0,0
890,15,0,0,0,0,0,0,0
891,15,1,0,0,0,0,0,0
892,15,1,0,0,0,0,0,0
893,15,0,0,0,0,0,0,0
894,15,0,0,0,0,0,0,0
895,15,0,0,0,0,0,0,0
896,15,0,0,0,0,0,0,0
897,15,0,0,0,0,0,0,0
898,15,0,0,0,0,0,0,0
899,15,0,0,0,0,0,0,0
900,15,0,0,0,0,0,0,0
901,16,0,0,0,0,0,0,0
902,16,0,0,0,0,0,0,0
903,16,0,0,0,0,0,0,0
904,16,0,0,0,0,0,0,0
905,16,0,0,0,0,0,0,0
906,16,0,0,0,0,0,0,0
907,16,0,0,0,0,0,0,1
908,16,0,0,0,0,0,0,0
909,16,0,0,0,0,0,0,0
910,16,0,0,0,0,0,0,0
911,16,0,0,0,0,0,0,0
912,16,0,0,0,0,0,0,0
913,16,0,0,0,0,0,0,1
914,16,0,0,0,0,0,0,0
915,16,0,0,0,0,0,0,0
916,16,0,0,0,0,0,0,0
917,16,0,0,0,0,0,0,0
918,16,0,0,0,0,0,0,0
919,16,0,0,0,0,0,0,0
920,16,0,0,0,0,0,0,0
921,16,0,0,0,0,0,0,0
922,16,0,0,0,0,0,0,0
923,16,0,0,0,1,0,0,0
924,16,0,0,0,1,0,0,0
925,16,0,0,0,0,0,0,0
926,16,0,0,0,1,0,0,0
927,16,0,0,0,0,0,0,0
928,16,0,0,0,0,0,0,0
929,16,0,0,0,0,0,0,0
930,16,0,0,0,0,0,0,0
931,16,0,0,0,0,0,0,0
932,16,0,0,0,0,0,0,0
933,16,0,0,0,0,0,0,0
934,16,0,0,0,0,0,0,0
935,16,1,0,0,0,0,0,0
936,16,0,0,0,0,0,0,0
937,16,0,0,0,0,0,0,1
938,16,0,0,0,0,0,0,0
939,16,0,0,0,1,0,0,0
940,16,0,0,0,0,0,0,0
941,16,0,0,0,0,0,0,0
942,16,0,0,0,0,0,0,0
943,16,0,0,0,0,0,0,0
944,16,0,0,0,0,0,0,0
945,16,0,0,0,0,0,0,0
946,16,0,0,0,0,1,0,0
947,16,0,0,0,0,0,0,0
948,16,0,0,0,0,0,0,0
949,16,0,0,0,0,0,0,0
950,16,0,0,0,0,0,0,0
951,16,0,0,0,0,0,0,0
952,16,0,0,0,0,0,0,0
953,16,0,0,0,0,0,0,0
954,16,0,0,0,0,0,0,0
955,16,0,0,0,0,0,0,0
956,16,0,0,0,0,0,0,0
957,16,0,0,0,0,0,0,0
958,16,0,0,0,0,0,0,0
959,16,0,0,0,0,0,0,0
960,16,0,0,0,0,0,0,0
961,17,0,0,0,0,0,0,0
962,17,0,0,0,0,0,0,0
963,17,0,0,0,0,0,0,0
964,17,0,0,0,0,0,0,0
965,17,0,0,0,0,0,0,0
966,17,0,0,0,0,0,0,0
967,17,0,0,0,0,0,0,0
968,17,1,0,0,0,0,0,0
969,17,0,0,0,0,0,0,0
970,17,0,0,0,0,0,0,0
971,17,0,0,0,0,0,0,0
972,17,0,0,0,0,0,0,0
973,17,0,0,0,0,0,0,0
974,17,0,0,0,0,0,0,0
975,17,0,0,0,1,0,0,0
976,17,0,0,0,1,0,0,0
977,17,0,0,0,1,0,0,0
978,17,0,0,0,0,0,0,0
979,17,0,0,0,0,1,0,0
980,17,0,0,0,0,1,0,0
981,17,0,0,0,0,1,0,0
982,17,0,0,0,0,1,0,0
983,17,0,0,0,0,1,0,0
984,17,0,0,0,0,1,0,0
985,17,0,0,0,0,1,0,0
986,17,0,0,0,0,1,0,0
987,17,0,0,0,0,0,0,0
988,17,0,0,0,0,0,0,0
989,17,0,0,0,0,0,0,0
990,17,0,0,0,0,1,0,0
991,17,0,0,0,0,0,0,0
992,17,0,0,0,0,0,0,0
993,17,0,0,0,0,0,0,0
994,17,0,0,0,0,1,0,0
995,17,1,0,0,0,0,0,0
996,17,1,0,0,0,0,0,0
997,17,0,0,0,0,0,0,0
998,17,0,0,0,0,0,0,0
999,17,0,0,0,0,0,0,0
1000,17,0,0,0,0,0,0,1
1001,17,0,0,0,0,0,0,0
1002,17,0,0,0,0,1,0,0
1003,17,0,0,0,0,0,0,1
1004,17,0,0,0,0,0,0,0
1005,17,0,0,0,0,1,0,0
1006,17,0,0,0,0,0,0,0
1007,17,0,0,0,0,0,0,1
1008,17,0,0,0,0,0,0,0
1009,17,0,0,0,0,0,0,0
1010,17,0,0,0,0,1,0,0
1011,17,0,0,0,0,1,0,0
1012,17,0,0,0,0,1,0,0
1013,17,0,0,0,0,1,0,0
1014,17,0,0,0,0,0,0,0
1015,17,0,0,0,0,0,0,0
1016,17,0,0,0,0,0,0,0
1017,17,0,0,0,0,0,0,0
1018,17,0,0,0,0,1,0,0
1019,17,1,0,0,0,0,0,0
1020,17,1,0,0,0,0,0,0
1021,18,0,0,0,0,0,0,0
1022,18,0,0,0,0,0,0,0
1023,18,0,0,0,0,0,0,0
1024,18,0,0,0,0,0,0,0
1025,18,0,0,0,0,0,0,0
1026,18,0,0,0,0,1,0,0
1027,18,0,0,0,0,0,0,1
1028,18,0,0,0,0,1,0,0
1029,18,0,0,0,0,0,0,0
1030,18,0,0,0,0,0,0,0
1031,18,0,0,0,0,0,0,0
1032,18,0,0,0,0,0,0,0
1033,18,0,0,0,0,0,0,1
1034,18,0,0,0,0,0,0,1
1035,18,0,0,0,0,0,0,1
1036,18,0,0,0,0,0,0,1
1037,18,0,0,0,0,0,0,0
1038,18,0,0,0,0,0,0,0
1039,18,0,0,0,0,0,0,0
1040,18,0,0,0,0,0,0,0
1041,18,0,0,0,0,0,0,0
1042,18,0,0,0,0,0,0,0
1043,18,0,0,0,0,0,0,0
1044,18,0,0,0,0,0,0,0
1045,18,0,0,0,0,0,0,0
1046,18,0,0,0,0,0,1,0
1047,18,0,0,0,0,0,0,0
1048,18,0,0,0,0,0,0,0
1049,18,0,0,0,0,0,0,0
1050,18,0,0,0,0,0,0,0
1051,18,0,0,0,0,0,0,0
1052,18,0,0,0,0,0,0,0
1053,18,0,0,0,0,0,0,0
1054,18,0,0,0,0,0,0,1
1055,18,1,0,0,0,0,0,0
1056,18,0,0,0,0,0,0,0
1057,18,0,0,0,0,0,0,0
1058,18,0,0,0,0,0,0,0
1059,18,0,0,0,1,0,0,0
1060,18,0,0,0,1,0,0,0
1061,18,0,0,0,0,0,0,0
1062,18,0,0,0,0,0,0,0
1063,18,1,0,0,0,0,0,0
1064,18,0,0,0,0,0,0,0
1065,18,0,0,0,0,0,0,0
1066,18,1,0,0,0,0,0,0
1067,18,1,0,0,0,0,0,0
1068,18,0,0,0,0,1,0,0
1069,18,0,0,0,0,0,0,0
1070,18,0,0,0,0,0,0,0
1071,18,0,0,0,0,0,0,0
1072,18,0,0,0,0,0,0,0
1073,18,0,0,0,0,0,0,0
1074,18,0,0,0,0,0,0,0
1075,18,0,0,0,0,0,0,0
1076,18,0,0,0,0,0,0,0
1077,18,0,0,0,0,0,0,0
1078,18,0,0,0,0,0,0,0
1079,18,0,0,0,0,0,0,0
1080,18,0,0,0,0,0,0,0
1081,19,0,0,0,0,0,0,0
1082,19,0,0,0,0,0,0,0
1083,19,0,0,0,0,0,0,0
1084,19,0,0,0,0,0,0,0
1085,19,0,0,0,0,0,0,0
1086,19,0,0,0,0,0,0,0
1087,19,0,0,0,0,0,0,0
1088,19,0,0,0,0,0,0,0
1089,19,0,0,0,0,0,0,0
1090,19,0,0,0,0,0,0,0
1091,19,0,0,0,0,0,0,0
1092,19,0,0,0,0,0,0,0
1093,19,0,0,0,0,0,0,0
1094,19,0,0,0,0,0,0,0
1095,19,0,0,0,0,0,0,0
1096,19,0,0,0,0,0,0,0
1097,19,0,0,0,0,0,0,0
1098,19,0,0,0,0,0,0,0
1099,19,0,0,0,0,0,0,0
1100,19,0,0,0,0,0,0,0
1101,19,0,0,0,0,0,0,0
1102,19,0,0,0,0,0,0,0
1103,19,0,0,0,0,0,0,0
1104,19,0,0,0,0,0,0,0
1105,19,0,0,0,0,0,0,0
1106,19,0,0,0,1,0,0,0
1107,19,0,0,0,0,0,1,0
1108,19,0,0,0,1,0,0,0
1109,19,0,0,0,0,0,0,0
1110,19,0,0,0,1,0,0,0
1111,19,0,0,0,0,0,0,0
1112,19,0,0,0,0,0,0,0
1113,19,1,0,0,0,0,0,0
1114,19,0,0,0,0,0,0,0
1115,19,1,0,0,0,0,0,0
1116,19,0,0,0,1,0,0,0
1117,19,1,0,0,0,0,0,0
1118,19,0,0,0,0,0,0,0
1119,19,0,0,0,1,0,0,0
1120,19,0,0,0,0,0,0,0
1121,19,0,0,0,0,0,0,0
1122,19,0,0,0,1,0,0,0
1123,19,0,0,0,0,0,0,0
1124,19,0,0,0,0,0,0,0
1125,19,0,0,0,0,0,0,0
1126,19,0,0,0,0,0,0,0
1127,19,0,0,0,0,0,0,0
1128,19,0,0,0,0,0,0,0
1129,19,0,0,0,0,0,0,0
1130,19,0,0,0,0,0,0,0
1131,19,0,0,0,0,0,0,0
1132,19,0,0,0,0,0,0,0
1133,19,0,0,0,0,0,0,0
1134,19,0,0,0,0,0,0,0
1135,19,1,0,0,0,0,0,0
1136,19,0,0,0,0,0,0,0
1137,19,1,0,0,0,0,0,0
1138,19,0,0,0,0,0,0,0
1139,19,0,0,0,0,0,0,0
1140,19,0,0,0,0,0,0,0
1141,20,0,0,0,0,0,0,0
1142,20,0,0,0,0,0,0,0
1143,20,0,0,0,0,0,0,0
1144,20,0,0,0,1,0,0,0
1145,20,0,0,0,0,0,0,0
1146,20,0,0,0,0,0,0,0
1147,20,0,0,0,0,0,0,0
1148,20,0,0,0,0,0,0,0
1149,20,0,0,0,0,0,0,0
1150,20,0,0,0,0,0,0,0
1151,20,0,0,0,0,0,0,0
1152,20,0,0,0,0,0,0,0
1153,20,0,0,0,0,0,0,0
1154,20,0,0,0,0,0,0,0
1155,20,0,0,0,0,0,0,0
1156,20,0,0,0,0,0,0,0
1157,20,0,0,0,0,0,0,0
1158,20,0,0,0,0,0,0,0
1159,20,0,0,0,0,0,0,0
1160,20,0,0,0,0,0,0,0
1161,20,0,0,0,1,0,0,0
1162,20,0,0,0,0,0,0,0
1163,20,0,0,0,0,0,0,0
1164,20,0,0,0,0,0,0,0
1165,20,0,0,0,0,0,0,0
1166,20,0,0,0,0,0,0,0
1167,20,0,0,0,0,0,0,0
1168,20,0,0,0,0,0,0,0
1169,20,0,0,0,0,0,0,0
1170,20,0,0,0,0,0,0,0
1171,20,0,0,0,0,0,0,0
1172,20,0,0,0,0,0,0,0
1173,20,0,0,0,0,0,0,0
1174,20,0,0,0,0,0,0,0
1175,20,1,0,0,0,0,0,0
1176,20,0,0,0,0,0,0,0
1177,20,0,0,0,0,0,0,0
1178,20,0,0,0,0,0,0,0
1179,20,0,0,0,0,0,0,0
1180,20,0,0,0,0,0,0,0
1181,20,0,0,0,0,0,0,0
1182,20,0,0,0,0,0,0,0
1183,20,0,0,0,0,0,0,0
1184,20,0,0,0,0,0,0,0
1185,20,0,0,0,0,0,0,0
1186,20,0,0,0,0,0,0,0
1187,20,0,0,0,0,0,0,0
1188,20,0,0,0,0,0,0,0
1189,20,0,0,0,0,0,0,0
1190,20,0,0,0,1,0,0,0
1191,20,0,0,0,1,0,0,0
1192,20,0,0,0,0,0,0,0
1193,20,0,0,0,0,0,0,0
1194,20,0,0,0,0,0,0,0
1195,20,0,0,0,1,0,0,0
1196,20,0,0,0,1,0,0,0
1197,20,0,0,0,0,0,0,0
1198,20,0,0,0,0,0,0,0
1199,20,0,0,0,0,0,0,0
1200,20,0,0,0,0,0,0,0
1201,21,0,0,0,0,0,0,0
1202,21,0,0,0,0,0,0,0
1203,21,0,0,0,0,0,0,0
1204,21,0,0,0,0,0,0,0
1205,21,0,0,0,0,0,0,0
1206,21,0,0,0,0,0,0,0
1207,21,0,0,0,0,0,0,0
1208,21,0,0,0,1,0,0,0
1209,21,0,0,0,0,0,0,0
1210,21,0,0,0,0,0,0,0
1211,21,0,0,0,0,0,0,0
1212,21,0,0,0,0,0,0,0
1213,21,0,0,0,0,0,0,0
1214,21,0,0,0,0,0,0,0
1215,21,0,0,0,0,0,0,0
1216,21,0,0,0,0,0,0,0
1217,21,0,0,0,0,0,0,0
1218,21,0,0,0,0,0,0,0
1219,21,0,0,0,0,0,0,0
1220,21,0,0,0,0,0,0,0
1221,21,0,0,0,0,0,0,0
1222,21,0,0,0,0,0,0,0
1223,21,0,0,0,0,0,0,0
1224,21,0,0,0,0,0,0,0
1225,21,0,0,0,0,0,0,0
1226,21,0,0,0,0,0,0,0
1227,21,0,0,0,0,0,0,0
1228,21,0,0,0,0,0,0,0
1229,21,0,0,0,0,0,0,0
1230,21,0,0,0,0,0,0,0
1231,21,0,0,0,1,0,0,0
1232,21,0,0,0,0,0,0,0
1233,21,0,0,0,0,0,0,0
1234,21,0,0,0,0,0,0,0
1235,21,1,0,0,0,0,0,0
1236,21,0,0,0,0,1,0,0
1237,21,0,0,0,0,0,0,0
1238,21,0,0,0,0,0,0,0
1239,21,1,0,0,0,0,0,0
1240,21,0,0,0,0,0,0,0
1241,21,0,0,0,0,0,0,0
1242,21,0,0,0,0,0,0,0
1243,21,0,0,0,0,0,0,0
1244,21,0,0,0,0,0,0,0
1245,21,1,0,0,0,0,0,0
1246,21,0,0,0,0,0,0,0
1247,21,0,0,0,0,0,0,0
1248,21,0,0,0,0,0,0,0
1249,21,0,0,0,0,0,0,0
1250,21,0,0,0,0,1,0,0
1251,21,0,0,0,0,0,0,0
1252,21,0,0,0,0,0,0,0
1253,21,0,0,0,0,0,0,0
1254,21,0,0,0,0,0,1,0
1255,21,0,0,0,0,0,0,0
1256,21,2,0,0,0,0,0,0
1257,21,0,0,0,0,0,0,0
1258,21,0,0,0,0,0,0,0
1259,21,0,0,0,0,0,0,0
1260,21,0,0,0,1,1,0,1
1261,22,0,0,0,1,0,0,1
1262,22,0,0,0,0,0,0,0
1263,22,0,0,0,0,0,0,0
1264,22,1,0,0,0,2,0,0
1265,22,1,0,0,0,0,0,0
1266,22,0,0,0,0,1,0,0
1267,22,0,0,0,0,0,0,0
1268,22,0,0,0,2,0,0,0
1269,22,0,0,0,0,0,0,0
1270,22,1,0,0,0,0,0,0
1271,22,0,0,0,1,0,0,0
1272,22,1,0,0,0,0,0,0
1273,22,0,0,0,0,0,0,0
1274,22,0,0,0,1,0,0,0
1275,22,0,0,0,1,0,0,0
1276,22,0,0,0,0,0,0,0
1277,22,0,0,0,1,0,0,0
1278,22,0,0,0,1,0,0,0
1279,22,1,0,0,0,0,0,0
1280,22,0,0,0,0,0,0,0
1281,22,1,0,0,0,0,0,0
1282,22,1,0,0,0,0,0,0
1283,22,0,0,0,0,0,0,0
1284,22,0,0,0,0,0,0,1
1285,22,0,0,0,0,0,0,0
1286,22,0,0,0,0,0,0,0
1287,22,0,0,0,0,0,0,1
1288,22,0,0,0,0,1,0,0
1289,22,0,0,0,0,0,0,0
1290,22,0,0,0,0,0,1,0
1291,22,0,1,0,0,0,0,0
1292,22,1,0,0,0,0,0,0
1293,22,0,0,0,0,0,0,1
1294,22,0,0,0,1,0,0,0
1295,22,0,0,0,0,0,0,0
1296,22,0,0,0,0,0,0,0
1297,22,0,0,0,0,0,1,0
1298,22,0,0,0,0,0,0,0
1299,22,0,0,0,0,0,0,0
1300,22,0,0,0,0,0,0,0
1301,22,0,0,0,0,0,0,0
1302,22,0,0,0,0,0,0,0
1303,22,0,0,0,0,0,0,0
1304,22,0,0,0,0,0,0,1
1305,22,0,0,0,0,0,0,1
1306,22,0,0,0,0,0,0,1
1307,22,0,0,0,0,0,0,1
1308,22,0,0,0,0,0,0,0
1309,22,0,0,0,0,0,0,1
1310,22,0,0,0,0,0,0,1
1311,22,0,0,0,0,0,0,1
1312,22,0,0,0,0,0,0,1
1313,22,1,0,0,0,0,0,0
1314,22,0,0,0,0,0,0,0
1315,22,0,0,0,1,0,0,0
1316,22,0,0,0,0,0,0,2
1317,22,0,0,0,0,0,1,0
1318,22,0,0,0,0,0,0,0
1319,22,0,0,0,0,0,0,0
1320,22,0,0,0,0,0,0,0
1321,23,0,0,1,0,0,0,0
1322,23,0,0,0,0,0,0,0
1323,23,0,0,0,0,0,0,0
1324,23,0,0,0,0,0,0,0
1325,23,0,0,0,0,0,0,0
1326,23,1,0,0,0,0,0,0
1327,23,1,0,0,0,0,0,0
1328,23,0,0,0,1,0,0,0
1329,23,0,0,0,0,0,0,0
1330,23,0,0,0,0,0,0,0
1331,23,0,0,0,0,0,0,0
1332,23,0,0,0,0,0,0,0
1333,23,1,0,0,0,0,0,0
1334,23,0,0,0,0,0,0,0
1335,23,0,0,0,1,0,0,0
1336,23,1,0,0,0,0,0,0
1337,23,0,0,0,0,0,0,0
1338,23,1,0,0,0,0,0,0
1339,23,1,0,0,0,0,0,0
1340,23,0,0,0,0,0,0,0
1341,23,0,0,0,0,0,0,0
1342,23,0,0,0,0,0,0,0
1343,23,0,1,0,0,0,0,0
1344,23,0,0,0,0,0,0,0
1345,23,1,0,0,0,0,0,0
1346,23,0,0,0,0,0,0,0
1347,23,0,0,0,0,0,0,0
1348,23,0,0,0,0,0,0,0
1349,23,0,0,0,0,0,0,0
1350,23,0,0,0,1,0,0,0
1351,23,0,0,0,0,0,0,0
1352,23,0,0,0,0,0,0,0
1353,23,1,0,0,0,0,0,0
1354,23,1,0,0,0,0,0,0
1355,23,0,0,0,0,0,0,0
1356,23,0,0,0,0,0,0,0
1357,23,1,0,0,0,0,0,0
1358,23,0,0,0,0,0,0,0
1359,23,0,0,0,0,0,0,0
1360,23,0,0,0,0,0,0,0
1361,23,0,0,0,0,0,0,0
1362,23,0,0,0,0,0,0,0
1363,23,0,0,0,0,1,0,0
1364,23,0,0,0,0,0,0,1
1365,23,0,0,0,0,0,0,0
1366,23,0,0,0,0,0,0,0
1367,23,0,0,0,0,0,0,0
1368,23,0,0,0,0,0,0,0
1369,23,0,0,0,0,0,0,0
1370,23,0,0,0,0,0,0,0
1371,23,0,0,0,0,0,0,0
1372,23,0,0,0,0,0,0,0
1373,23,0,0,0,0,0,0,0
1374,23,0,0,0,0,0,0,0
1375,23,0,0,0,0,0,0,0
1376,23,0,0,0,0,0,0,0
1377,23,0,0,0,0,0,0,0
1378,23,0,0,0,0,0,0,0
1379,23,0,0,0,0,0,0,0
1380,23,0,0,0,0,0,0,0
1381,24,0,0,0,0,0,0,0
1382,24,0,0,0,0,1,0,0
1383,24,0,0,0,0,0,0,0
1384,24,0,0,0,0,0,0,0
1385,24,1,0,0,0,0,0,0
1386,24,0,0,0,0,0,0,0
1387,24,0,0,0,0,0,0,0
1388,24,0,0,0,0,0,0,0
1389,24,0,0,0,0,0,0,0
1390,24,0,0,0,0,0,0,0
1391,24,0,0,0,0,0,0,0
1392,24,1,0,0,0,0,0,0
1393,24,1,0,0,0,0,0,0
1394,24,0,0,0,0,0,0,0
1395,24,0,0,0,0,0,0,0
1396,24,0,0,0,0,0,0,0
1397,24,0,0,0,0,0,0,0
1398,24,0,0,0,0,0,0,0
1399,24,0,0,0,0,0,0,0
1400,24,0,0,0,0,0,0,0
1401,24,0,0,0,0,0,0,0
1402,24,0,0,0,0,0,0,0
1403,24,1,0,0,0,0,0,0
1404,24,1,0,0,0,0,0,0
1405,24,0,0,0,0,0,0,0
1406,24,0,0,0,0,0,0,0
1407,24,0,0,0,0,0,0,0
1408,24,0,0,0,0,0,0,0
1409,24,1,0,0,0,0,0,0
1410,24,0,0,0,0,0,0,0
1411,24,0,0,0,0,0,0,0
1412,24,0,0,0,0,0,0,0
1413,24,0,0,0,0,0,0,0
1414,24,0,0,0,0,0,0,0
1415,24,0,0,0,0,0,0,0
1416,24,0,0,0,0,0,0,0
1417,24,0,0,0,0,0,0,0
1418,24,0,0,0,0,0,0,0
1419,24,0,0,0,0,0,0,0
1420,24,0,0,0,0,0,0,0
1421,24,0,0,0,0,0,0,0
1422,24,0,0,0,0,0,0,0
1423,24,1,0,0,0,0,0,0
1424,24,0,0,0,0,0,0,0
1425,24,0,0,0,0,0,0,0
1426,24,0,0,0,0,0,0,0
1427,24,0,0,0,0,0,0,1
1428,24,0,0,0,0,0,0,1
1429,24,0,0,0,0,0,0,1
1430,24,0,0,0,0,0,0,1
1431,24,0,0,0,0,0,0,0
1432,24,0,0,0,0,0,0,0
1433,24,0,0,0,0,1,0,0
1434,24,0,0,0,0,0,0,0
1435,24,0,0,0,0,0,0,0
1436,24,0,0,0,0,0,0,0
1437,24,0,0,0,0,0,0,0
1438,24,0,0,0,0,0,0,1
1439,24,0,0,0,0,0,1,0
1440,24,0,0,0,0,0,0,0
1441,25,0,0,0,0,0,0,1
1442,25,0,0,0,0,0,0,0
1443,25,0,0,0,0,0,0,0
1444,25,0,0,0,0,0,0,0
1445,25,0,0,0,0,0,0,0
1446,25,0,0,0,0,0,0,0
1447,25,0,0,0,0,0,0,0
1448,25,0,0,0,0,0,0,0
1449,25,0,0,0,0,0,0,0
1450,25,0,0,0,0,0,0,0
1451,25,0,0,0,0,0,0,0
1452,25,0,0,0,0,0,0,0
1453,25,0,0,0,0,0,0,0
1454,25,0,0,0,0,0,0,0
1455,25,0,0,0,0,0,0,0
1456,25,1,0,0,0,0,0,0
1457,25,1,0,0,0,0,0,0
1458,25,1,0,0,0,0,0,0
1459,25,0,0,0,0,0,0,0
1460,25,0,0,0,0,0,0,0
1461,25,0,0,0,0,0,0,0
1462,25,0,0,0,0,0,0,0
1463,25,0,0,0,0,0,0,0
1464,25,0,0,0,0,0,0,0
1465,25,0,0,0,0,0,0,1
1466,25,0,0,0,1,0,0,0
1467,25,0,0,0,0,0,0,0
1468,25,0,0,0,0,0,0,0
1469,25,0,0,0,1,0,0,0
1470,25,0,0,0,0,0,0,0
1471,25,0,0,0,0,0,0,0
1472,25,0,0,0,0,0,0,0
1473,25,0,0,0,0,0,0,0
1474,25,0,0,0,0,0,0,0
1475,25,0,0,0,0,0,0,0
1476,25,0,0,0,0,0,0,0
1477,25,0,0,0,0,0,0,0
1478,25,0,0,0,0,0,0,0
1479,25,0,0,0,0,0,0,0
1480,25,0,0,0,0,0,0,0
1481,25,0,0,0,1,0,0,0
1482,25,0,0,0,0,0,0,1
1483,25,0,0,0,0,0,0,1
1484,25,0,0,0,0,0,0,1
1485,25,0,0,0,0,0,0,1
1486,25,0,0,0,0,0,0,0
1487,25,0,0,0,0,0,0,0
1488,25,0,0,0,0,0,0,0
1489,25,0,0,0,0,0,0,0
1490,25,0,0,0,0,0,0,0
1491,25,0,0,0,1,0,0,0
1492,25,1,0,0,0,0,0,0
1493,25,1,0,0,0,0,0,0
1494,25,0,0,0,0,0,0,1
1495,25,0,0,0,0,0,0,0
1496,25,0,0,0,0,0,0,0
1497,25,0,0,0,0,0,0,0
1498,25,0,0,0,0,0,0,0
1499,25,0,0,0,0,0,0,0
1500,25,0,0,0,0,0,0,1
1501,26,0,0,0,0,0,0,0
1502,26,0,0,0,0,0,0,0
1503,26,0,0,0,0,0,0,0
1504,26,0,0,0,0,0,0,0
1505,26,0,0,0,0,0,0,0
1506,26,0,0,0,0,0,0,0
1507,26,0,0,0,0,0,0,0
1508,26,0,0,0,0,0,0,0
1509,26,0,0,0,0,0,0,0
1510,26,0,0,0,0,0,0,0
1511,26,0,0,0,0,0,0,0
1512,26,0,0,0,0,0,0,0
1513,26,0,0,0,0,0,0,0
1514,26,0,0,0,0,0,0,0
1515,26,0,0,0,0,0,0,0
1516,26,0,0,0,0,0,0,0
1517,26,0,0,0,0,0,0,0
1518,26,0,0,0,0,0,0,0
1519,26,0,0,0,0,0,0,0
1520,26,0,0,0,0,0,0,0
